season,player_name,position,current_team,destination_team,current_standing,destination_standing,player_rating,destination_player_rating,team_improvement,player_gap,acceptance_score,recommendation_score
2025,KJ Martin,SF,Utah Jazz,Golden State Warriors,30,12,-0.295,1.484,2.111,1.779,0.766,1.573
2025,KJ Martin,PF,Philadelphia 76ers,New York Knicks,26,5,-0.026,0.825,2.003,0.851,0.88,1.554
2025,KJ Martin,PF,Philadelphia 76ers,Los Angeles Clippers,26,9,-0.026,-0.25,1.882,0,1,1.529
2025,KJ Martin,PF,Philadelphia 76ers,Denver Nuggets,26,8,-0.026,0.4,1.83,0.426,0.938,1.473
2025,KJ Martin,SF,Utah Jazz,Detroit Pistons,30,14,-0.295,0.84,1.861,1.135,0.843,1.454
2025,KJ Martin,PF,Philadelphia 76ers,Indiana Pacers,26,6,-0.026,0.96,1.844,0.985,0.863,1.452
2025,KJ Martin,PF,Philadelphia 76ers,Minnesota Timberwolves,26,10,-0.026,0.731,1.823,0.757,0.893,1.451
2025,KJ Martin,PF,Philadelphia 76ers,Los Angeles Lakers,26,7,-0.026,0.286,1.752,0.312,0.954,1.433
2025,KJ Martin,PF,Philadelphia 76ers,Memphis Grizzlies,26,13,-0.026,0.525,1.645,0.551,0.921,1.355
2025,KJ Martin,PF,Philadelphia 76ers,Golden State Warriors,26,12,-0.026,0.698,1.63,0.724,0.897,1.337
2025,KJ Martin,SF,Utah Jazz,Orlando Magic,30,15,-0.295,1.486,1.68,1.781,0.766,1.314
2025,KJ Martin,SF,Utah Jazz,Sacramento Kings,30,17,-0.295,1.064,1.554,1.359,0.816,1.258
2025,KJ Martin,PF,Philadelphia 76ers,Milwaukee Bucks,26,11,-0.026,2.524,1.617,2.55,0.682,1.243
2025,KJ Martin,SF,Utah Jazz,Atlanta Hawks,30,16,-0.295,1.882,1.522,2.177,0.721,1.202
2025,KJ Martin,PF,Philadelphia 76ers,Detroit Pistons,26,14,-0.026,0.573,1.38,0.599,0.914,1.193
2025,KJ Martin,SF,Utah Jazz,Dallas Mavericks,30,19,-0.295,0.6,1.371,0.895,0.874,1.172
2025,KJ Martin,SF,Utah Jazz,Miami Heat,30,20,-0.295,1.143,1.396,1.438,0.806,1.16
2025,KJ Martin,SF,Utah Jazz,Chicago Bulls,30,18,-0.295,1.234,1.4,1.529,0.795,1.158
2025,KJ Martin,PF,Philadelphia 76ers,Orlando Magic,26,15,-0.026,1.217,1.199,1.243,0.83,1.052
2025,KJ Martin,SF,Utah Jazz,Phoenix Suns,30,21,-0.295,0.395,1.101,0.69,0.902,1.021
2025,KJ Martin,PF,Philadelphia 76ers,Sacramento Kings,26,17,-0.026,0.523,1.073,0.549,0.921,1.012
2025,KJ Martin,PF,Philadelphia 76ers,Atlanta Hawks,26,16,-0.026,0.235,1.041,0.261,0.962,1.009
2025,KJ Martin,SF,Utah Jazz,Portland Trail Blazers,30,22,-0.295,1.194,1.105,1.489,0.8,0.983
2025,KJ Martin,SF,Utah Jazz,San Antonio Spurs,30,23,-0.295,0.392,1.007,0.687,0.902,0.965
2025,KJ Martin,PF,Philadelphia 76ers,Chicago Bulls,26,18,-0.026,0.411,0.919,0.437,0.937,0.926
2025,KJ Martin,PF,Philadelphia 76ers,Miami Heat,26,20,-0.026,0.861,0.915,0.887,0.875,0.899
2025,KJ Martin,PF,Philadelphia 76ers,Dallas Mavericks,26,19,-0.026,1.939,0.89,1.965,0.745,0.832
2025,KJ Martin,SF,Utah Jazz,Toronto Raptors,30,24,-0.295,1.249,0.824,1.544,0.793,0.812
2025,KJ Martin,PF,Philadelphia 76ers,Portland Trail Blazers,26,22,-0.026,0.482,0.624,0.508,0.927,0.745
2025,KJ Martin,SF,Utah Jazz,Brooklyn Nets,30,25,-0.295,0.258,0.539,0.553,0.92,0.692
2025,KJ Martin,PF,Philadelphia 76ers,Phoenix Suns,26,21,-0.026,1.486,0.62,1.512,0.797,0.691
2025,KJ Martin,PF,Philadelphia 76ers,San Antonio Spurs,26,23,-0.026,0.484,0.526,0.51,0.926,0.686
2025,KJ Martin,SF,Utah Jazz,Philadelphia 76ers,30,26,-0.295,0.804,0.481,1.099,0.848,0.628
2025,KJ Martin,PF,Philadelphia 76ers,Toronto Raptors,26,24,-0.026,1.283,0.343,1.309,0.822,0.534
2025,KJ Martin,SF,Utah Jazz,New Orleans Pelicans,30,27,-0.295,1.332,0.203,1.627,0.783,0.435
2025,KJ Martin,SF,Utah Jazz,Charlotte Hornets,30,28,-0.295,1.088,0.156,1.383,0.813,0.418
2025,KJ Martin,PF,Philadelphia 76ers,Brooklyn Nets,26,25,-0.026,0.624,0.058,0.65,0.907,0.398
2025,KJ Simpson,PG,Charlotte Hornets,Oklahoma City Thunder,28,1,-0.379,1.646,3.349,2.025,0.738,2.305
2025,KJ Simpson,PG,Charlotte Hornets,Cleveland Cavaliers,28,2,-0.379,0.908,3.018,1.287,0.824,2.141
2025,KJ Simpson,PG,Charlotte Hornets,Boston Celtics,28,3,-0.379,0.432,2.92,0.81,0.886,2.106
2025,KJ Simpson,PG,Charlotte Hornets,Houston Rockets,28,4,-0.379,0.457,2.436,0.835,0.882,1.814
2025,KJ Simpson,PG,Charlotte Hornets,New York Knicks,28,5,-0.379,1.105,2.328,1.484,0.8,1.717
2025,KJ Simpson,PG,Charlotte Hornets,Minnesota Timberwolves,28,10,-0.379,0.2,2.148,0.578,0.917,1.656
2025,KJ Simpson,PG,Charlotte Hornets,Los Angeles Clippers,28,9,-0.379,1.03,2.207,1.408,0.81,1.648
2025,KJ Simpson,PG,Charlotte Hornets,Denver Nuggets,28,8,-0.379,0.822,2.155,1.201,0.835,1.627
2025,KJ Simpson,PG,Charlotte Hornets,Indiana Pacers,28,6,-0.379,1.379,2.169,1.757,0.768,1.609
2025,KJ Simpson,PG,Charlotte Hornets,Los Angeles Lakers,28,7,-0.379,1.252,2.078,1.631,0.783,1.56
2025,KJ Simpson,PG,Charlotte Hornets,Memphis Grizzlies,28,13,-0.379,0.849,1.971,1.227,0.832,1.515
2025,KJ Simpson,PG,Charlotte Hornets,Golden State Warriors,28,12,-0.379,1.025,1.955,1.403,0.81,1.497
2025,KJ Simpson,PG,Charlotte Hornets,Milwaukee Bucks,28,11,-0.379,1.065,1.943,1.443,0.805,1.488
2025,KJ Simpson,PG,Charlotte Hornets,Detroit Pistons,28,14,-0.379,1.099,1.705,1.477,0.801,1.344
2025,KJ Simpson,PG,Charlotte Hornets,Orlando Magic,28,15,-0.379,0.182,1.525,0.561,0.919,1.283
2025,KJ Simpson,PG,Charlotte Hornets,Sacramento Kings,28,17,-0.379,0.871,1.398,1.25,0.829,1.17
2025,KJ Simpson,PG,Charlotte Hornets,Atlanta Hawks,28,16,-0.379,1.258,1.366,1.636,0.782,1.133
2025,KJ Simpson,PG,Charlotte Hornets,Miami Heat,28,20,-0.379,0.39,1.241,0.769,0.891,1.101
2025,KJ Simpson,PG,Charlotte Hornets,Chicago Bulls,28,18,-0.379,0.694,1.244,1.073,0.851,1.087
2025,KJ Simpson,PG,Charlotte Hornets,Dallas Mavericks,28,19,-0.379,1.413,1.215,1.791,0.764,1.035
2025,KJ Simpson,PG,Charlotte Hornets,Portland Trail Blazers,28,22,-0.379,0.141,0.949,0.519,0.925,0.939
2025,KJ Simpson,PG,Charlotte Hornets,Phoenix Suns,28,21,-0.379,0.387,0.945,0.766,0.891,0.924
2025,KJ Simpson,PG,Charlotte Hornets,San Antonio Spurs,28,23,-0.379,0.766,0.852,1.145,0.842,0.848
2025,KJ Simpson,PG,Charlotte Hornets,Toronto Raptors,28,24,-0.379,0.562,0.668,0.94,0.868,0.748
2025,KJ Simpson,PG,Charlotte Hornets,Brooklyn Nets,28,25,-0.379,0.658,0.383,1.037,0.856,0.572
2025,KJ Simpson,PG,Charlotte Hornets,Philadelphia 76ers,28,26,-0.379,1.022,0.325,1.4,0.811,0.519
2025,KJ Simpson,PG,Charlotte Hornets,New Orleans Pelicans,28,27,-0.379,0.702,0.047,1.081,0.85,0.369
2025,Klay Thompson,SF,Dallas Mavericks,Oklahoma City Thunder,19,1,0.349,0.332,2.134,0,1,1.68
2025,Klay Thompson,SF,Dallas Mavericks,Cleveland Cavaliers,19,2,0.349,0.475,1.803,0.125,0.981,1.474
2025,Klay Thompson,SF,Dallas Mavericks,Boston Celtics,19,3,0.349,1.283,1.705,0.934,0.869,1.371
2025,Klay Thompson,SF,Dallas Mavericks,Houston Rockets,19,4,0.349,1.573,1.221,1.224,0.832,1.065
2025,Klay Thompson,SF,Dallas Mavericks,New York Knicks,19,5,0.349,0.764,1.113,0.415,0.94,1.044
2025,Klay Thompson,SF,Dallas Mavericks,Indiana Pacers,19,6,0.349,0.534,0.955,0.185,0.973,0.962
2025,Klay Thompson,SF,Dallas Mavericks,Minnesota Timberwolves,19,10,0.349,-0.433,0.933,0,1,0.96
2025,Klay Thompson,SF,Dallas Mavericks,Los Angeles Clippers,19,9,0.349,1.392,0.992,1.042,0.855,0.938
2025,Klay Thompson,SF,Dallas Mavericks,Denver Nuggets,19,8,0.349,0.927,0.941,0.578,0.917,0.931
2025,Klay Thompson,SF,Dallas Mavericks,Los Angeles Lakers,19,7,0.349,2.119,0.863,1.769,0.767,0.824
2025,Klay Thompson,SF,Dallas Mavericks,Milwaukee Bucks,19,11,0.349,0.667,0.728,0.318,0.953,0.818
2025,Klay Thompson,SF,Dallas Mavericks,Golden State Warriors,19,12,0.349,1.484,0.74,1.135,0.843,0.782
2025,Klay Thompson,SF,Dallas Mavericks,Detroit Pistons,19,14,0.349,0.84,0.49,0.491,0.929,0.666
2025,Klay Thompson,SF,Dallas Mavericks,Orlando Magic,19,15,0.349,1.486,0.31,1.137,0.843,0.523
2025,Klay Thompson,SF,Dallas Mavericks,Sacramento Kings,19,17,0.349,1.064,0.183,0.714,0.898,0.469
2025,Klay Thompson,SF,Dallas Mavericks,Atlanta Hawks,19,16,0.349,1.882,0.151,1.533,0.795,0.409
2025,Klay Thompson,SF,Dallas Mavericks,Miami Heat,19,20,0.349,1.143,0.026,0.794,0.888,0.371
2025,Klay Thompson,SF,Dallas Mavericks,Chicago Bulls,19,18,0.349,1.234,0.029,0.885,0.876,0.368
2025,Kobe Brown,PF,Los Angeles Clippers,Oklahoma City Thunder,9,1,-0.837,0.795,1.142,1.633,0.783,0.998
2025,Kobe Brown,PF,Los Angeles Clippers,Cleveland Cavaliers,9,2,-0.837,1.717,0.811,2.555,0.682,0.759
2025,Kobe Brown,PF,Los Angeles Clippers,Boston Celtics,9,3,-0.837,1.509,0.712,2.346,0.703,0.709
2025,Kobe Brown,PF,Los Angeles Clippers,Houston Rockets,9,4,-0.837,0.863,0.228,1.701,0.775,0.447
2025,Kobe Brown,PF,Los Angeles Clippers,New York Knicks,9,5,-0.837,0.825,0.121,1.663,0.779,0.384
2025,Kobe Bufkin,SG,Atlanta Hawks,Oklahoma City Thunder,16,1,-0.405,1.265,1.983,1.67,0.778,1.501
2025,Kobe Bufkin,SG,Atlanta Hawks,Cleveland Cavaliers,16,2,-0.405,1.342,1.652,1.747,0.77,1.299
2025,Kobe Bufkin,SG,Atlanta Hawks,Boston Celtics,16,3,-0.405,0.808,1.553,1.213,0.834,1.266
2025,Kobe Bufkin,SG,Atlanta Hawks,Houston Rockets,16,4,-0.405,0.724,1.07,1.129,0.844,0.979
2025,Kobe Bufkin,SG,Atlanta Hawks,New York Knicks,16,5,-0.405,0.807,0.962,1.212,0.834,0.911
2025,Kobe Bufkin,SG,Atlanta Hawks,Indiana Pacers,16,6,-0.405,0.275,0.803,0.68,0.903,0.843
2025,Kobe Bufkin,SG,Atlanta Hawks,Los Angeles Clippers,16,9,-0.405,1.026,0.841,1.431,0.807,0.827
2025,Kobe Bufkin,SG,Atlanta Hawks,Denver Nuggets,16,8,-0.405,0.812,0.789,1.217,0.833,0.807
2025,Kobe Bufkin,SG,Atlanta Hawks,Minnesota Timberwolves,16,10,-0.405,1.353,0.782,1.758,0.768,0.777
2025,Kobe Bufkin,SG,Atlanta Hawks,Los Angeles Lakers,16,7,-0.405,1.047,0.712,1.452,0.804,0.749
2025,Kobe Bufkin,SG,Atlanta Hawks,Golden State Warriors,16,12,-0.405,0.448,0.589,0.853,0.88,0.705
2025,Kobe Bufkin,SG,Atlanta Hawks,Memphis Grizzlies,16,13,-0.405,0.996,0.605,1.4,0.811,0.687
2025,Kobe Bufkin,SG,Atlanta Hawks,Milwaukee Bucks,16,11,-0.405,0.683,0.576,1.088,0.849,0.686
2025,Kobe Bufkin,SG,Atlanta Hawks,Detroit Pistons,16,14,-0.405,2.249,0.339,2.654,0.672,0.472
2025,Kobe Bufkin,SG,Atlanta Hawks,Orlando Magic,16,15,-0.405,0.142,0.159,0.547,0.921,0.464
2025,Kobe Bufkin,SG,Atlanta Hawks,Sacramento Kings,16,17,-0.405,0.908,0.032,1.313,0.821,0.348
2025,Kris Dunn,PG,Los Angeles Clippers,Oklahoma City Thunder,9,1,-0.016,1.646,1.142,1.662,0.779,0.997
2025,Kris Dunn,PG,Los Angeles Clippers,Cleveland Cavaliers,9,2,-0.016,0.908,0.811,0.924,0.871,0.835
2025,Kris Dunn,PG,Los Angeles Clippers,Boston Celtics,9,3,-0.016,0.432,0.712,0.447,0.935,0.801
2025,Kris Dunn,PG,Los Angeles Clippers,Houston Rockets,9,4,-0.016,0.457,0.228,0.472,0.932,0.51
2025,Kris Dunn,PG,Los Angeles Clippers,New York Knicks,9,5,-0.016,1.105,0.121,1.12,0.845,0.411
2025,Kris Murray,SF,Portland Trail Blazers,Oklahoma City Thunder,22,1,-0.422,0.332,2.4,0.754,0.893,1.797
2025,Kris Murray,SF,Portland Trail Blazers,Cleveland Cavaliers,22,2,-0.422,0.475,2.069,0.897,0.874,1.591
2025,Kris Murray,SF,Portland Trail Blazers,Boston Celtics,22,3,-0.422,1.283,1.97,1.705,0.774,1.492
2025,Kris Murray,SF,Portland Trail Blazers,Houston Rockets,22,4,-0.422,1.573,1.487,1.995,0.741,1.189
2025,Kris Murray,SF,Portland Trail Blazers,New York Knicks,22,5,-0.422,0.764,1.379,1.186,0.837,1.162
2025,Kris Murray,SF,Portland Trail Blazers,Minnesota Timberwolves,22,10,-0.422,-0.433,1.199,0,1,1.12
2025,Kris Murray,SF,Portland Trail Blazers,Indiana Pacers,22,6,-0.422,0.534,1.22,0.956,0.866,1.079
2025,Kris Murray,SF,Portland Trail Blazers,Los Angeles Clippers,22,9,-0.422,1.392,1.258,1.814,0.762,1.06
2025,Kris Murray,SF,Portland Trail Blazers,Denver Nuggets,22,8,-0.422,0.927,1.206,1.349,0.817,1.051
2025,Kris Murray,SF,Portland Trail Blazers,Los Angeles Lakers,22,7,-0.422,2.119,1.129,2.541,0.683,0.95
2025,Kris Murray,SF,Portland Trail Blazers,Milwaukee Bucks,22,11,-0.422,0.667,0.993,1.089,0.849,0.936
2025,Kris Murray,SF,Portland Trail Blazers,Golden State Warriors,22,12,-0.422,1.484,1.006,1.906,0.751,0.904
2025,Kris Murray,SF,Portland Trail Blazers,Detroit Pistons,22,14,-0.422,0.84,0.756,1.262,0.828,0.785
2025,Kris Murray,SF,Portland Trail Blazers,Orlando Magic,22,15,-0.422,1.486,0.576,1.908,0.751,0.646
2025,Kris Murray,SF,Portland Trail Blazers,Sacramento Kings,22,17,-0.422,1.064,0.449,1.485,0.8,0.589
2025,Kris Murray,SF,Portland Trail Blazers,Atlanta Hawks,22,16,-0.422,1.882,0.417,2.304,0.708,0.533
2025,Kris Murray,SF,Portland Trail Blazers,Dallas Mavericks,22,19,-0.422,0.6,0.266,1.022,0.858,0.503
2025,Kris Murray,SF,Portland Trail Blazers,Miami Heat,22,20,-0.422,1.143,0.292,1.565,0.791,0.491
2025,Kris Murray,SF,Portland Trail Blazers,Chicago Bulls,22,18,-0.422,1.234,0.295,1.656,0.78,0.489
2025,Kristaps Porziņģis,C,Boston Celtics,Oklahoma City Thunder,3,1,0.929,1.018,0.429,0.089,0.987,0.652
2025,Kristaps Porziņģis,C,Boston Celtics,Cleveland Cavaliers,3,2,0.929,0.96,0.098,0.031,0.995,0.457
2025,Kyle Anderson,SF,Miami Heat,Oklahoma City Thunder,20,1,0.253,0.332,2.108,0.079,0.988,1.66
2025,Kyle Anderson,SF,Miami Heat,Cleveland Cavaliers,20,2,0.253,0.475,1.777,0.222,0.967,1.453
2025,Kyle Anderson,SF,Miami Heat,Boston Celtics,20,3,0.253,1.283,1.679,1.03,0.857,1.35
2025,Kyle Anderson,PF,Golden State Warriors,Oklahoma City Thunder,12,1,-0.085,0.795,1.394,0.88,0.876,1.187
2025,Kyle Anderson,SF,Miami Heat,Houston Rockets,20,4,0.253,1.573,1.195,1.32,0.82,1.045
2025,Kyle Anderson,SF,Miami Heat,New York Knicks,20,5,0.253,0.764,1.088,0.511,0.926,1.023
2025,Kyle Anderson,SF,Miami Heat,Minnesota Timberwolves,20,10,0.253,-0.433,0.908,0,1,0.945
2025,Kyle Anderson,PF,Golden State Warriors,Cleveland Cavaliers,12,2,-0.085,1.717,1.063,1.802,0.763,0.943
2025,Kyle Anderson,SF,Miami Heat,Indiana Pacers,20,6,0.253,0.534,0.929,0.281,0.959,0.941
2025,Kyle Anderson,SF,Miami Heat,Los Angeles Clippers,20,9,0.253,1.392,0.967,1.139,0.843,0.917
2025,Kyle Anderson,SF,Miami Heat,Denver Nuggets,20,8,0.253,0.927,0.915,0.674,0.904,0.91
2025,Kyle Anderson,PF,Golden State Warriors,Boston Celtics,12,3,-0.085,1.509,0.964,1.594,0.787,0.894
2025,Kyle Anderson,SF,Miami Heat,Los Angeles Lakers,20,7,0.253,2.119,0.837,1.866,0.756,0.805
2025,Kyle Anderson,SF,Miami Heat,Milwaukee Bucks,20,11,0.253,0.667,0.702,0.414,0.94,0.797
2025,Kyle Anderson,SF,Miami Heat,Golden State Warriors,20,12,0.253,1.484,0.714,1.231,0.831,0.761
2025,Kyle Anderson,SF,Miami Heat,Detroit Pistons,20,14,0.253,0.84,0.464,0.587,0.916,0.645
2025,Kyle Anderson,PF,Golden State Warriors,Houston Rockets,12,4,-0.085,0.863,0.481,0.948,0.867,0.635
2025,Kyle Anderson,PF,Golden State Warriors,New York Knicks,12,5,-0.085,0.825,0.373,0.91,0.872,0.573
2025,Kyle Anderson,PF,Golden State Warriors,Los Angeles Clippers,12,9,-0.085,-0.25,0.252,0,1,0.551
2025,Kyle Anderson,SF,Miami Heat,Orlando Magic,20,15,0.253,1.486,0.284,1.233,0.831,0.503
2025,Kyle Anderson,PF,Golden State Warriors,Denver Nuggets,12,8,-0.085,0.4,0.2,0.485,0.93,0.492
2025,Kyle Anderson,PF,Golden State Warriors,Indiana Pacers,12,6,-0.085,0.96,0.214,1.044,0.855,0.471
2025,Kyle Anderson,PF,Golden State Warriors,Minnesota Timberwolves,12,10,-0.085,0.731,0.193,0.816,0.885,0.47
2025,Kyle Anderson,PF,Golden State Warriors,Los Angeles Lakers,12,7,-0.085,0.286,0.123,0.371,0.946,0.452
2025,Kyle Anderson,SF,Miami Heat,Sacramento Kings,20,17,0.253,1.064,0.157,0.811,0.886,0.449
2025,Kyle Anderson,SF,Miami Heat,Atlanta Hawks,20,16,0.253,1.882,0.125,1.629,0.783,0.389
2025,Kyle Anderson,PF,Golden State Warriors,Memphis Grizzlies,12,13,-0.085,0.525,0.016,0.61,0.913,0.374
2025,Kyle Anderson,SF,Miami Heat,Chicago Bulls,20,18,0.253,1.234,0.004,0.981,0.863,0.348
2025,Kyle Filipowski,C,Utah Jazz,Oklahoma City Thunder,30,1,-0.152,1.018,3.505,1.17,0.839,2.438
2025,Kyle Filipowski,C,Utah Jazz,Cleveland Cavaliers,30,2,-0.152,0.96,3.174,1.112,0.846,2.243
2025,Kyle Filipowski,C,Utah Jazz,Boston Celtics,30,3,-0.152,0.929,3.075,1.081,0.85,2.185
2025,Kyle Filipowski,C,Utah Jazz,Houston Rockets,30,4,-0.152,0.807,2.591,0.959,0.866,1.901
2025,Kyle Filipowski,C,Utah Jazz,New York Knicks,30,5,-0.152,1.332,2.484,1.485,0.8,1.811
2025,Kyle Filipowski,C,Utah Jazz,Indiana Pacers,30,6,-0.152,0.754,2.325,0.906,0.873,1.744
2025,Kyle Filipowski,C,Utah Jazz,Los Angeles Clippers,30,9,-0.152,1.266,2.363,1.418,0.808,1.741
2025,Kyle Filipowski,C,Utah Jazz,Minnesota Timberwolves,30,10,-0.152,1.008,2.304,1.16,0.84,1.719
2025,Kyle Filipowski,C,Utah Jazz,Denver Nuggets,30,8,-0.152,1.827,2.311,1.979,0.743,1.684
2025,Kyle Filipowski,C,Utah Jazz,Golden State Warriors,30,12,-0.152,-0.087,2.111,0.065,0.99,1.663
2025,Kyle Filipowski,C,Utah Jazz,Los Angeles Lakers,30,7,-0.152,1.908,2.233,2.06,0.734,1.634
2025,Kyle Filipowski,C,Utah Jazz,Memphis Grizzlies,30,13,-0.152,0.773,2.126,0.925,0.87,1.624
2025,Kyle Filipowski,C,Utah Jazz,Milwaukee Bucks,30,11,-0.152,0.498,2.098,0.65,0.907,1.622
2025,Kyle Filipowski,C,Utah Jazz,Detroit Pistons,30,14,-0.152,0.988,1.861,1.14,0.843,1.454
2025,Kyle Filipowski,C,Utah Jazz,Orlando Magic,30,15,-0.152,0.455,1.68,0.607,0.913,1.373
2025,Kyle Filipowski,C,Utah Jazz,Atlanta Hawks,30,16,-0.152,0.616,1.522,0.768,0.891,1.27
2025,Kyle Filipowski,C,Utah Jazz,Sacramento Kings,30,17,-0.152,1.198,1.554,1.35,0.817,1.259
2025,Kyle Filipowski,C,Utah Jazz,Miami Heat,30,20,-0.152,0.612,1.396,0.765,0.892,1.194
2025,Kyle Filipowski,C,Utah Jazz,Chicago Bulls,30,18,-0.152,0.827,1.4,0.979,0.863,1.185
2025,Kyle Filipowski,C,Utah Jazz,Dallas Mavericks,30,19,-0.152,1.114,1.371,1.266,0.827,1.153
2025,Kyle Filipowski,C,Utah Jazz,Phoenix Suns,30,21,-0.152,0.34,1.101,0.492,0.929,1.032
2025,Kyle Filipowski,C,Utah Jazz,Portland Trail Blazers,30,22,-0.152,0.7,1.105,0.852,0.88,1.015
2025,Kyle Filipowski,C,Utah Jazz,San Antonio Spurs,30,23,-0.152,2.35,1.007,2.502,0.687,0.879
2025,Kyle Filipowski,C,Utah Jazz,Toronto Raptors,30,24,-0.152,0.899,0.824,1.051,0.854,0.836
2025,Kyle Filipowski,C,Utah Jazz,Brooklyn Nets,30,25,-0.152,0.443,0.539,0.595,0.915,0.689
2025,Kyle Filipowski,C,Utah Jazz,Philadelphia 76ers,30,26,-0.152,0.849,0.481,1.001,0.861,0.633
2025,Kyle Filipowski,C,Utah Jazz,New Orleans Pelicans,30,27,-0.152,0.363,0.203,0.515,0.926,0.492
2025,Kyle Filipowski,C,Utah Jazz,Charlotte Hornets,30,28,-0.152,1.081,0.156,1.233,0.831,0.426
2025,Kyle Kuzma,PF,Washington Wizards,Oklahoma City Thunder,29,1,0.114,0.795,3.577,0.681,0.903,2.508
2025,Kyle Kuzma,PF,Washington Wizards,Cleveland Cavaliers,29,2,0.114,1.717,3.246,1.604,0.786,2.262
2025,Kyle Kuzma,PF,Washington Wizards,Boston Celtics,29,3,0.114,1.509,3.148,1.395,0.811,2.213
2025,Kyle Kuzma,PF,Washington Wizards,Houston Rockets,29,4,0.114,0.863,2.664,0.749,0.894,1.956
2025,Kyle Kuzma,PF,Washington Wizards,New York Knicks,29,5,0.114,0.825,2.557,0.712,0.899,1.893
2025,Kyle Kuzma,PF,Washington Wizards,Los Angeles Clippers,29,9,0.114,-0.25,2.436,0,1,1.861
2025,Kyle Kuzma,PF,Washington Wizards,Denver Nuggets,29,8,0.114,0.4,2.384,0.286,0.958,1.813
2025,Kyle Kuzma,PF,Washington Wizards,Minnesota Timberwolves,29,10,0.114,0.731,2.377,0.617,0.912,1.791
2025,Kyle Kuzma,PF,Washington Wizards,Indiana Pacers,29,6,0.114,0.96,2.398,0.846,0.881,1.791
2025,Kyle Kuzma,PF,Washington Wizards,Los Angeles Lakers,29,7,0.114,0.286,2.306,0.173,0.974,1.773
2025,Kyle Kuzma,PF,Washington Wizards,Memphis Grizzlies,29,13,0.114,0.525,2.199,0.411,0.94,1.695
2025,Kyle Kuzma,PF,Washington Wizards,Golden State Warriors,29,12,0.114,0.698,2.183,0.584,0.916,1.677
2025,Kyle Kuzma,PF,Washington Wizards,Milwaukee Bucks,29,11,0.114,2.524,2.171,2.41,0.697,1.581
2025,Kyle Kuzma,PF,Washington Wizards,Detroit Pistons,29,14,0.114,0.573,1.933,0.46,0.933,1.533
2025,Kyle Kuzma,PF,Washington Wizards,Orlando Magic,29,15,0.114,1.217,1.753,1.104,0.847,1.391
2025,Kyle Kuzma,PF,Washington Wizards,Sacramento Kings,29,17,0.114,0.523,1.626,0.409,0.94,1.352
2025,Kyle Kuzma,PF,Washington Wizards,Atlanta Hawks,29,16,0.114,0.235,1.594,0.121,0.982,1.349
2025,Kyle Kuzma,PF,Washington Wizards,Chicago Bulls,29,18,0.114,0.411,1.473,0.297,0.956,1.266
2025,Kyle Kuzma,PF,Washington Wizards,Miami Heat,29,20,0.114,0.861,1.469,0.747,0.894,1.239
2025,Kyle Kuzma,PF,Milwaukee Bucks,Oklahoma City Thunder,11,1,0.182,0.795,1.406,0.613,0.912,1.209
2025,Kyle Kuzma,PF,Washington Wizards,Dallas Mavericks,29,19,0.114,1.939,1.443,1.825,0.761,1.17
2025,Kyle Kuzma,PF,Washington Wizards,Portland Trail Blazers,29,22,0.114,0.482,1.177,0.368,0.946,1.085
2025,Kyle Kuzma,PF,Washington Wizards,Phoenix Suns,29,21,0.114,1.486,1.173,1.372,0.814,1.03
2025,Kyle Kuzma,PF,Washington Wizards,San Antonio Spurs,29,23,0.114,0.484,1.08,0.37,0.946,1.026
2025,Kyle Kuzma,PF,Milwaukee Bucks,Cleveland Cavaliers,11,2,0.182,1.717,1.075,1.535,0.794,0.963
2025,Kyle Kuzma,PF,Milwaukee Bucks,Boston Celtics,11,3,0.182,1.509,0.977,1.327,0.82,0.914
2025,Kyle Kuzma,PF,Washington Wizards,Toronto Raptors,29,24,0.114,1.283,0.897,1.169,0.839,0.874
2025,Kyle Kuzma,PF,Washington Wizards,Brooklyn Nets,29,25,0.114,0.624,0.612,0.51,0.926,0.738
2025,Kyle Kuzma,PF,Washington Wizards,Philadelphia 76ers,29,26,0.114,0.711,0.554,0.598,0.914,0.698
2025,Kyle Kuzma,PF,Milwaukee Bucks,Houston Rockets,11,4,0.182,0.863,0.493,0.681,0.903,0.657
2025,Kyle Kuzma,PF,Milwaukee Bucks,New York Knicks,11,5,0.182,0.825,0.386,0.643,0.908,0.595
2025,Kyle Kuzma,PF,Milwaukee Bucks,Los Angeles Clippers,11,9,0.182,-0.25,0.265,0,1,0.559
2025,Kyle Kuzma,PF,Milwaukee Bucks,Denver Nuggets,11,8,0.182,0.4,0.213,0.218,0.968,0.515
2025,Kyle Kuzma,PF,Milwaukee Bucks,Minnesota Timberwolves,11,10,0.182,0.731,0.206,0.549,0.921,0.492
2025,Kyle Kuzma,PF,Milwaukee Bucks,Indiana Pacers,11,6,0.182,0.96,0.227,0.777,0.89,0.492
2025,Kyle Kuzma,PF,Washington Wizards,Charlotte Hornets,29,28,0.114,0.956,0.228,0.842,0.881,0.49
2025,Kyle Kuzma,PF,Washington Wizards,New Orleans Pelicans,29,27,0.114,1.672,0.276,1.558,0.792,0.482
2025,Kyle Kuzma,PF,Milwaukee Bucks,Los Angeles Lakers,11,7,0.182,0.286,0.135,0.104,0.984,0.475
2025,Kyle Kuzma,PF,Milwaukee Bucks,Memphis Grizzlies,11,13,0.182,0.525,0.028,0.343,0.95,0.397
