ID,Name,From,To,Height,Weight,Birth Date,Age,Nationality,Position,Shoots,College,Experience,Draft Year,Draft Round,Draft Pick,Draft Team,URL
2772,Pelle Larsson,2024-25,2025-26,196.0,97.0,2001-02-23,25.0,Sweden,Shooting Guard,Right,Utah,2,2024.0,2.0,14.0,Houston Rockets,l/larsspe01.html
2773,John Laskowski,1975-76,1976-77,198.0,83.0,1953-06-07,73.0,Indiana,Shooting Guard,Right,Indiana,2,1975.0,2.0,14.0,Chicago Bulls,l/laskojo01.html
2774,Stéphane Lasme,2007-08,2007-08,203.0,97.0,1982-12-17,43.0,Gabon,Power Forward and Small Forward,Right,UMass,1,2007.0,2.0,16.0,Golden State Warriors,l/lasmest01.html
2775,Dave Lattin,1967-68,1968-69,198.0,102.0,1943-12-23,82.0,Texas,Power Forward,Right,Texas-El Paso,2,1967.0,1.0,10.0,San Francisco Warriors,l/lattida01.html
2776,Priest Lauderdale,1996-97,1997-98,224.0,147.0,1973-08-31,52.0,Illinois,Center,Left,Central State University,2,1996.0,1.0,28.0,Atlanta Hawks,l/laudepr01.html
2777,Rich Laurel,1977-78,1977-78,198.0,86.0,1954-07-11,72.0,Pennsylvania,Shooting Guard,Left,Hofstra,1,1977.0,1.0,19.0,Portland Trail Blazers,l/laureri01.html
2779,Walt Lautenbach,1949-50,1949-50,188.0,83.0,1922-11-17,103.0,Wisconsin,Guard/Forward,Right,Wisconsin,1,,,,,l/lautewa01.html
2780,Joffrey Lauvergne,2014-15,2017-18,211.0,117.0,1991-09-30,34.0,France,Center and Power Forward,Right,,4,2013.0,2.0,25.0,Memphis Grizzlies,l/lauvejo01.html
2781,Tony Lavelli,1949-50,1950-51,190.0,83.0,1926-07-11,100.0,Massachusetts,Forward,Right,Yale,2,1949.0,2.0,4.0,Boston Celtics,l/lavelto01.html
2782,Bob Lavoy,1950-51,1953-54,201.0,83.0,1926-06-29,100.0,Illinois,Power Forward,Right,Illinois,4,1950.0,1.0,9.0,Indianapolis Olympians,l/lavoybo01.html
2783,Acie Law,2007-08,2010-11,190.0,88.0,1985-01-25,41.0,Texas,Point Guard,Left,Texas A&M,4,2007.0,1.0,11.0,Atlanta Hawks,l/lawac01.html
2784,Vic Law,2019-20,2019-20,201.0,90.0,1995-12-19,30.0,Illinois,Power Forward,Right,Northwestern,1,,,,,l/lawvi01.html
2785,Gani Lawal,2010-11,2010-11,206.0,106.0,1988-11-07,37.0,Georgia,Power Forward,Right,Georgia Tech,1,2010.0,2.0,16.0,Phoenix Suns,l/lawalga01.html
2786,Edmund Lawrence,1980-81,1980-81,213.0,103.0,1952-12-08,73.0,Louisiana,Center,Right,McNeese State University,1,1976.0,5.0,16.0,Cleveland Cavaliers,l/lawreed01.html
2787,A.J. Lawson,2022-23,2025-26,198.0,81.0,2000-07-15,26.0,Ontario,Shooting Guard,Right,South Carolina,4,,,,,l/lawsoaj01.html
2788,Jason Lawson,1997-98,1997-98,211.0,108.0,1974-09-02,51.0,Pennsylvania,Center,Right,Villanova,1,1997.0,2.0,13.0,Denver Nuggets,l/lawsoja01.html
2789,Ty Lawson,2009-10,2016-17,180.0,88.0,1987-11-03,38.0,Maryland,Point Guard,Right,UNC,8,2009.0,1.0,18.0,Minnesota Timberwolves,l/lawsoty01.html
2790,Jake Layman,2016-17,2021-22,203.0,94.0,1994-03-07,32.0,Massachusetts,Small Forward,Right,Maryland,6,2016.0,2.0,17.0,Orlando Magic,l/laymaja01.html
2791,Mo Layton,1971-72,1977-78,185.0,81.0,1948-12-24,77.0,New Jersey,Point Guard and Shooting Guard,Left,Phoenix College,5,1971.0,3.0,13.0,Phoenix Suns,l/laytomo01.html
2792,Caris LeVert,2016-17,2025-26,201.0,92.0,1994-08-25,31.0,Ohio,Shooting Guard and Small Forward,Right,Michigan,10,2016.0,1.0,20.0,Indiana Pacers,l/leverca01.html
2793,T.J. Leaf,2017-18,2020-21,208.0,100.0,1997-04-30,29.0,Israel,Power Forward,Right,UCLA,4,2017.0,1.0,18.0,Indiana Pacers,l/leaftj01.html
2794,Manny Leaks,1972-73,1973-74,203.0,102.0,1945-11-27,80.0,Ohio,Center,Right,Niagara University,2,1968.0,2.0,6.0,Detroit Pistons,l/leaksma01.html
2795,Hal Lear,1956-57,1956-57,183.0,73.0,1935-01-31,91.0,Pennsylvania,Guard,Left,Temple,1,1956.0,1.0,8.0,Philadelphia Warriors,l/learha01.html
2796,Allen Leavell,1979-80,1988-89,185.0,77.0,1957-05-27,69.0,Indiana,Point Guard and Shooting Guard,Right,Oklahoma City University,10,1979.0,5.0,16.0,Houston Rockets,l/leaveal01.html
2797,Jeff Lebo,1989-90,1989-90,188.0,81.0,1966-10-05,59.0,Pennsylvania,Shooting Guard,Right,UNC,1,,,,,l/leboje01.html
2798,Eric Leckner,1988-89,1996-97,211.0,120.0,1966-05-27,60.0,California,Center,Right,Wyoming,8,1988.0,1.0,17.0,Utah Jazz,l/leckner01.html
2799,Jalen Lecque,2019-20,2020-21,193.0,83.0,2000-06-13,26.0,New York,Point Guard and Shooting Guard,Right,,2,,,,,l/lecquja01.html
2800,Ricky Ledo,2013-14,2014-15,201.0,88.0,1992-09-10,33.0,Rhode Island,Shooting Guard,Right,,2,2013.0,2.0,13.0,Milwaukee Bucks,l/ledori01.html
2801,Butch Lee,1978-79,1979-80,183.0,83.0,1956-12-05,69.0,Puerto Rico,Point Guard,Right,Marquette,2,1978.0,1.0,10.0,Atlanta Hawks,l/leebu01.html
2802,Clyde Lee,1966-67,1975-76,208.0,92.0,1944-03-14,82.0,Tennessee,Center and Power Forward,Right,Vanderbilt,10,1966.0,1.0,3.0,San Francisco Warriors,l/leecl01.html
2803,Courtney Lee,2008-09,2019-20,196.0,97.0,1985-10-03,40.0,Indiana,Shooting Guard,Right,Western Kentucky,12,2008.0,1.0,22.0,Orlando Magic,l/leeco01.html
2804,Damion Lee,2017-18,2024-25,198.0,95.0,1992-10-21,33.0,Maryland,Shooting Guard,Right,Drexel,7,,,,,l/leeda03.html
2806,David Lee,2005-06,2016-17,206.0,111.0,1983-04-29,43.0,Missouri,"Power Forward, Center, and Small Forward",Left,Florida,12,2005.0,1.0,30.0,New York Knicks,l/leeda02.html
2808,Doug Lee,1991-92,1994-95,196.0,90.0,1964-10-24,61.0,Illinois,Shooting Guard,Right,Texas A&M,3,1987.0,2.0,12.0,Houston Rockets,l/leedo01.html
2809,George Lee,1960-61,1967-68,193.0,90.0,1936-11-23,89.0,Michigan,Small Forward and Shooting Guard,Right,Michigan,7,1959.0,4.0,2.0,Detroit Pistons,l/leege01.html
2810,Greg Lee,1975-76,1975-76,190.0,86.0,1951-12-12,74.0,California,Point Guard,Right,UCLA,1,1974.0,7.0,7.0,Atlanta Hawks,l/leegr01.html
2811,Keith Lee,1985-86,1988-89,208.0,97.0,1962-12-28,63.0,Arkansas,Power Forward,Right,Memphis,3,1985.0,1.0,11.0,Chicago Bulls,l/leeke01.html
2812,Kurk Lee,1990-91,1990-91,190.0,86.0,1967-06-03,59.0,Maryland,Point Guard,Right,Western Kentucky,1,,,,,l/leeku01.html
2813,Malcolm Lee,2011-12,2014-15,196.0,90.0,1990-05-22,36.0,California,Shooting Guard,Right,UCLA,3,2011.0,2.0,13.0,Chicago Bulls,l/leema01.html
2814,Rock Lee,1981-82,1981-82,208.0,99.0,1955-05-01,71.0,California,Center,Right,California,1,,,,,l/leero02.html
2815,Ron Lee,1976-77,1981-82,193.0,87.0,1952-11-02,73.0,Massachusetts,Point Guard,Left,Oregon,6,1976.0,1.0,10.0,Phoenix Suns,l/leero01.html
2816,Russ Lee,1972-73,1974-75,196.0,83.0,1950-01-27,76.0,Massachusetts,Small Forward,Right,Marshall,3,1972.0,1.0,6.0,Milwaukee Bucks,l/leeru01.html
2817,Saben Lee,2020-21,2023-24,188.0,83.0,1999-06-23,27.0,Missouri,Point Guard,Right,Vanderbilt,4,2020.0,2.0,8.0,Utah Jazz,l/leesa01.html
2818,Ed Leede,1949-50,1950-51,190.0,83.0,1927-07-17,98.0,New York,Forward/Guard,Right,Dartmouth College,2,1949.0,2.0,,Providence Steamrollers,l/leedeed01.html
2820,Tim Legler,1989-90,1999-00,193.0,90.0,1966-12-26,59.0,District of Columbia,Shooting Guard,Right,La Salle,10,,,,,l/legleti01.html
2821,George Lehmann,1967-68,1968-69,183.0,81.0,1941-05-01,85.0,New Jersey,Point Guard and Shooting Guard,Right,Campbell,2,,,,,l/lehmage01.html
2823,Walt Lemon Jr.,2017-18,2018-19,190.0,81.0,1992-07-26,33.0,Illinois,Point Guard,Left,Bradley,2,,,,,l/lemonwa01.html
2824,Alex Len,2013-14,2024-25,213.0,113.0,1993-06-16,33.0,Ukraine,Center,Right,Maryland,12,2013.0,1.0,5.0,Phoenix Suns,l/lenal01.html
2825,Voshon Lenard,1995-96,2005-06,193.0,92.0,1973-05-14,53.0,Michigan,Shooting Guard,Right,Minnesota,11,1994.0,2.0,19.0,Milwaukee Bucks,l/lenarvo01.html
2827,Gary Leonard,1989-90,1991-92,216.0,113.0,1967-02-16,59.0,Illinois,Center,Right,Missouri,3,1989.0,2.0,7.0,Minnesota Timberwolves,l/leonaga01.html
2828,Kawhi Leonard,2011-12,2025-26,198.0,102.0,1991-06-29,35.0,California,Small Forward,Right,San Diego State,14,2011.0,1.0,15.0,Indiana Pacers,l/leonaka01.html
2829,Meyers Leonard,2012-13,2022-23,213.0,117.0,1992-02-27,34.0,Illinois,Center and Power Forward,Right,Illinois,10,2012.0,1.0,11.0,Portland Trail Blazers,l/leoname01.html
2830,Slick Leonard,1956-57,1962-63,190.0,83.0,1932-07-17,93.0,Indiana,Point Guard,Right,Indiana,7,1954.0,2.0,1.0,Baltimore Bullets,l/leonasl01.html
2831,Malevy Leons,2024-25,2025-26,206.0,95.0,1999-09-23,26.0,Netherlands,Small Forward,Right,Mineral Area College,2,,,,,l/leonsma01.html
2832,Jim Les,1988-89,1994-95,180.0,74.0,1963-08-18,62.0,Illinois,Point Guard,Right,Cleveland State University,7,1986.0,3.0,23.0,Atlanta Hawks,l/lesji01.html
2833,Travis Leslie,2011-12,2011-12,193.0,92.0,1990-03-29,36.0,Georgia,Shooting Guard,Right,Georgia,1,2011.0,2.0,17.0,Los Angeles Clippers,l/leslitr01.html
2834,Ronnie Lester,1980-81,1985-86,188.0,79.0,1959-01-01,67.0,Mississippi,Point Guard,Right,Iowa,6,1980.0,1.0,10.0,Portland Trail Blazers,l/lestero01.html
2835,Clifford Lett,1989-90,1990-91,190.0,77.0,1965-12-23,60.0,Florida,Point Guard,Right,Florida,2,,,,,l/lettcl01.html
2836,Jon Leuer,2011-12,2018-19,208.0,103.0,1989-05-14,37.0,Minnesota,Power Forward and Center,Right,Wisconsin,8,2011.0,2.0,10.0,Milwaukee Bucks,l/leuerjo01.html
2837,Andrew Levane,1949-50,1952-53,188.0,86.0,1920-04-11,106.0,New York,Shooting Guard,Right,St. John's,2,,,,,l/levanan01.html
2838,Fat Lever,1982-83,1993-94,190.0,77.0,1960-08-18,65.0,Arkansas,Point Guard and Shooting Guard,Right,Arizona State,11,1982.0,1.0,11.0,Portland Trail Blazers,l/leverfa01.html
2839,Cliff Levingston,1982-83,1994-95,203.0,95.0,1961-01-04,65.0,California,Power Forward,Right,Wichita State,11,1982.0,1.0,9.0,Detroit Pistons,l/levincl01.html
2840,Bobby Lewis,1967-68,1970-71,190.0,79.0,1945-03-20,81.0,District of Columbia,Shooting Guard,Right,UNC,4,1967.0,4.0,8.0,San Francisco Warriors,l/lewisbo01.html
2841,Cedric Lewis,1995-96,1995-96,208.0,106.0,1969-09-24,56.0,District of Columbia,Center,Right,Maryland,1,,,,,l/lewisce01.html
2842,Freddie Lewis,1949-50,1949-50,188.0,88.0,1921-01-06,105.0,New York,Forward/Guard,Right,Eastern Kentucky University,1,,,,,l/lewisfr01.html
2843,Freddie Lewis,1966-67,1976-77,183.0,79.0,1943-07-01,83.0,West Virginia,Point Guard and Shooting Guard,Right,Eastern Arizona College,2,1966.0,10.0,4.0,Cincinnati Royals,l/lewisfr02.html
2845,Kira Lewis Jr.,2020-21,2023-24,185.0,77.0,2001-04-06,25.0,Alabama,Point Guard,Right,Alabama,4,2020.0,1.0,13.0,New Orleans Pelicans,l/lewiski01.html
2846,Martin Lewis,1995-96,1996-97,196.0,95.0,1975-04-28,51.0,Kansas,Small Forward,Right,Butler County Community College,2,1995.0,2.0,21.0,Golden State Warriors,l/lewisma01.html
2847,Maxwell Lewis,2023-24,2024-25,201.0,97.0,2002-07-27,23.0,Nevada,Small Forward,Right,Pepperdine,2,2023.0,2.0,10.0,Denver Nuggets,l/lewisma05.html
2849,Quincy Lewis,1999-00,2003-04,201.0,97.0,1977-06-26,49.0,Arkansas,Small Forward and Shooting Guard,Right,Minnesota,4,1999.0,1.0,19.0,Utah Jazz,l/lewisqu01.html
2850,Ralph Lewis,1987-88,1989-90,198.0,90.0,1963-03-28,63.0,Pennsylvania,Small Forward and Shooting Guard,Right,La Salle,3,1985.0,6.0,23.0,Boston Celtics,l/lewisra01.html
2851,Rashard Lewis,1998-99,2013-14,208.0,97.0,1979-08-08,46.0,Louisiana,Small Forward and Power Forward,Right,,16,1998.0,2.0,3.0,Seattle SuperSonics,l/lewisra02.html
2852,Reggie Lewis,1987-88,1992-93,201.0,88.0,1965-11-21,60.0,Maryland,Shooting Guard and Small Forward,Right,Northeastern University,6,1987.0,1.0,22.0,Boston Celtics,l/lewisre01.html
2853,Scottie Lewis,2021-22,2021-22,193.0,85.0,2000-03-12,26.0,New York,Shooting Guard,Right,Florida,1,2021.0,2.0,26.0,Charlotte Hornets,l/lewissc01.html
2854,Marcus Liberty,1990-91,1993-94,203.0,92.0,1968-10-27,57.0,Illinois,Small Forward,Right,Illinois,4,1990.0,2.0,15.0,Denver Nuggets,l/liberma01.html
2855,Todd Lichti,1989-90,1993-94,193.0,92.0,1967-01-08,59.0,California,Shooting Guard,Right,Stanford,5,1989.0,1.0,15.0,Denver Nuggets,l/lichtto01.html
2856,E.J. Liddell,2023-24,2025-26,198.0,108.0,2000-12-18,25.0,Illinois,Power Forward,Right,Ohio State,3,2022.0,2.0,11.0,New Orleans Pelicans,l/liddeej01.html
2857,DeAndre Liggins,2011-12,2017-18,198.0,94.0,1988-03-31,38.0,Illinois,Shooting Guard and Small Forward,Right,Kentucky,5,2011.0,2.0,23.0,Orlando Magic,l/liggide01.html
2858,Bill Ligon,1974-75,1974-75,193.0,81.0,1952-05-29,74.0,Tennessee,Shooting Guard,Right,Vanderbilt,1,1974.0,10.0,15.0,Detroit Pistons,l/ligonbi01.html
2860,Damian Lillard,2012-13,2024-25,188.0,90.0,1990-07-15,36.0,California,Point Guard,Right,Weber State,13,2012.0,1.0,6.0,Portland Trail Blazers,l/lillada01.html
2861,Jeremy Lin,2010-11,2018-19,190.0,90.0,1988-08-23,37.0,California,Point Guard and Shooting Guard,Right,Harvard University,9,,,,,l/linje01.html
2862,Steve Lingenfelter,1982-83,1983-84,206.0,102.0,1958-06-10,68.0,Wisconsin,Power Forward,Right,Minnesota,2,1981.0,2.0,21.0,Washington Bullets,l/lingest01.html
2863,Alton Lister,1981-82,1997-98,213.0,108.0,1958-10-01,67.0,Texas,Center and Power Forward,Right,Arizona State,16,1981.0,1.0,21.0,Milwaukee Bucks,l/listeal01.html
2864,Nassir Little,2019-20,2023-24,198.0,99.0,2000-02-11,26.0,Florida,Small Forward and Power Forward,Right,UNC,5,2019.0,1.0,25.0,Portland Trail Blazers,l/littlna01.html
2867,Dereck Lively II,2023-24,2025-26,216.0,104.0,2004-02-12,22.0,Pennsylvania,Center,Right,Duke,3,2023.0,1.0,12.0,Oklahoma City Thunder,l/livelde01.html
2868,Isaiah Livers,2021-22,2025-26,198.0,105.0,1998-07-28,27.0,Michigan,Power Forward and Small Forward,Right,Michigan,4,2021.0,2.0,12.0,Detroit Pistons,l/liveris01.html
2869,Chris Livingston,2023-24,2025-26,198.0,99.0,2003-10-15,22.0,Ohio,Small Forward,Right,Kentucky,3,2023.0,2.0,28.0,Milwaukee Bucks,l/livinch01.html
2870,Randy Livingston,1996-97,2006-07,193.0,94.0,1975-04-02,51.0,Louisiana,Point Guard,Right,LSU,11,1996.0,2.0,13.0,Houston Rockets,l/livinra01.html
2871,Shaun Livingston,2004-05,2018-19,201.0,87.0,1985-09-11,40.0,Illinois,Point Guard and Shooting Guard,Right,,14,2004.0,1.0,4.0,Los Angeles Clippers,l/livinsh01.html
2872,Ron Livingstone,1949-50,1950-51,208.0,99.0,1925-10-09,100.0,California,Center,Right,Saint Mary's,2,1947.0,5.0,7.0,New York Knicks,l/livinro01.html
2873,Horacio Llamas,1996-97,1997-98,211.0,129.0,1973-07-17,52.0,Mexico,Center,Right,Grand Canyon University,2,,,,,l/llamaho01.html
2876,Earl Lloyd,1950-51,1959-60,196.0,90.0,1928-04-03,98.0,Virginia,Small Forward,Right,West Virginia State University,9,1950.0,9.0,5.0,Washington Capitols,l/lloydea01.html
2877,Lewis Lloyd,1981-82,1989-90,198.0,92.0,1959-02-22,67.0,Pennsylvania,Shooting Guard,Right,Drake University,7,1981.0,4.0,7.0,Golden State Warriors,l/lloydle01.html
2878,Scott Lloyd,1976-77,1982-83,208.0,104.0,1952-12-19,73.0,Illinois,Center and Power Forward,Right,Arizona State,6,1976.0,2.0,7.0,Milwaukee Bucks,l/lloydsc01.html
2880,Bob Lochmueller,1952-53,1952-53,196.0,83.0,1927-06-05,99.0,Indiana,Small Forward,Right,Louisville,1,1952.0,1.0,8.0,Syracuse Nationals,l/lochmbo01.html
2881,Rob Lock,1988-89,1988-89,206.0,102.0,1966-05-22,60.0,California,Power Forward,Right,Kentucky,1,1988.0,3.0,1.0,Los Angeles Clippers,l/lockro01.html
2882,Darrell Lockhart,1983-84,1983-84,206.0,111.0,1960-09-14,65.0,Georgia,Center,Right,Auburn,1,1983.0,2.0,11.0,San Antonio Spurs,l/lockhda01.html
2883,Ian Lockhart,1990-91,1990-91,203.0,108.0,1967-06-25,59.0,Bahamas,Small Forward,Right,Tennessee,1,,,,,l/lockhia01.html
2884,Kevin Loder,1981-82,1983-84,198.0,92.0,1959-03-15,67.0,Michigan,Small Forward,Right,Kentucky State University,3,1981.0,1.0,17.0,Kansas City Kings,l/loderke01.html
2885,Don Lofgran,1950-51,1953-54,196.0,90.0,1929-11-08,96.0,California,Small Forward,Right,San Francisco,4,1950.0,1.0,12.0,Syracuse Nationals,l/lofgrdo01.html
2886,Kenneth Lofton Jr.,2022-23,2023-24,198.0,124.0,2002-08-14,23.0,Texas,Power Forward,Left,Louisiana Tech,2,,,,,l/loftoke01.html
2887,Zach Lofton,2018-19,2018-19,193.0,81.0,1992-11-18,33.0,Minnesota,Shooting Guard,Right,Illinois State,1,,,,,l/loftoza01.html
2889,John Logan,1949-50,1950-51,188.0,79.0,1921-01-01,105.0,Indiana,Guard,Right,Indiana,2,,,,,l/loganjo01.html
2890,Brad Lohaus,1987-88,1997-98,211.0,104.0,1964-09-29,61.0,Minnesota,Power Forward,Left,Iowa,11,1987.0,2.0,22.0,Boston Celtics,l/lohaubr01.html
2891,Art Long,2000-01,2002-03,206.0,113.0,1972-10-01,53.0,New York,Power Forward,Right,Cincinnati,3,,,,,l/longar01.html
2892,Grant Long,1988-89,2002-03,203.0,102.0,1966-03-12,60.0,Michigan,Power Forward,Right,Eastern Michigan,15,1988.0,2.0,8.0,Miami Heat,l/longgr01.html
2893,John Long,1978-79,1996-97,196.0,88.0,1956-08-28,69.0,Michigan,Shooting Guard,Right,Detroit Mercy,14,1978.0,2.0,7.0,Detroit Pistons,l/longjo01.html
2894,Paul Long,1967-68,1970-71,188.0,81.0,1944-02-08,82.0,Kentucky,Shooting Guard,Right,Virginia Tech,3,1966.0,15.0,1.0,St. Louis Hawks,l/longpa01.html
2895,Shawn Long,2016-17,2016-17,206.0,115.0,1993-01-29,33.0,Louisiana,Center,Right,Louisiana,1,,,,,l/longsh01.html
2897,Luc Longley,1991-92,2000-01,218.0,120.0,1969-01-19,57.0,Australia,Center,Right,New Mexico,10,1991.0,1.0,7.0,Minnesota Timberwolves,l/longllu01.html
2898,Kevon Looney,2015-16,2025-26,206.0,100.0,1996-02-06,30.0,Wisconsin,Center and Power Forward,Right,UCLA,11,2015.0,1.0,30.0,Golden State Warriors,l/looneke01.html
2899,Brook Lopez,2008-09,2025-26,216.0,127.0,1988-04-01,38.0,California,Center,Right,Stanford,18,2008.0,1.0,10.0,New Jersey Nets,l/lopezbr01.html
2900,Felipe López,1998-99,2001-02,196.0,90.0,1974-12-19,51.0,Dominican Republic,Shooting Guard and Point Guard,Right,St. John's,4,1998.0,1.0,24.0,San Antonio Spurs,l/lopezfe01.html
2901,Raül López,2003-04,2004-05,185.0,77.0,1980-04-15,46.0,Spain,Point Guard,Right,,2,2001.0,1.0,24.0,Utah Jazz,l/lopezra01.html
2902,Robin Lopez,2008-09,2023-24,216.0,127.0,1988-04-01,38.0,California,Center,Right,Stanford,16,2008.0,1.0,15.0,Phoenix Suns,l/lopezro01.html
2903,Ryan Lorthridge,1994-95,1994-95,193.0,86.0,1972-07-27,53.0,Tennessee,Shooting Guard,Left,Jackson State University,1,,,,,l/lorthry01.html
2904,Jim Loscutoff,1955-56,1963-64,196.0,99.0,1930-02-04,96.0,California,Small Forward,Right,Oregon,9,1955.0,1.0,4.0,Boston Celtics,l/loscuji01.html
2905,Plummer Lott,1967-68,1968-69,196.0,95.0,1945-12-11,80.0,Mississippi,Small Forward,Right,Seattle University,2,1967.0,5.0,11.0,Seattle SuperSonics,l/lottpl01.html
2906,Kevin Loughery,1962-63,1972-73,190.0,86.0,1940-03-28,86.0,New York,Shooting Guard and Point Guard,Right,Boston College,11,1961.0,11.0,1.0,New York Knicks,l/loughke01.html
2907,Didi Louzada,2020-21,2021-22,196.0,85.0,1999-02-07,27.0,Brazil,Small Forward and Shooting Guard,Right,,2,2019.0,2.0,5.0,Atlanta Hawks,l/louzama01.html
2908,Bob Love,1966-67,1976-77,203.0,97.0,1942-12-08,83.0,Louisiana,Power Forward and Small Forward,Right,Southern University and A&M College,11,1965.0,4.0,7.0,Cincinnati Royals,l/lovebo01.html
2909,Caleb Love,2025-26,2025-26,190.0,96.0,2001-09-27,24.0,Missouri,Shooting Guard,Right,UNC,1,,,,,l/loveca01.html
2910,Kevin Love,2008-09,2025-26,208.0,113.0,1988-09-07,37.0,California,Power Forward and Center,Right,UCLA,18,2008.0,1.0,5.0,Memphis Grizzlies,l/loveke01.html
2911,Stan Love,1971-72,1974-75,206.0,97.0,1949-04-09,77.0,California,Power Forward,Right,Oregon,4,1971.0,1.0,9.0,Baltimore Bullets,l/lovest01.html
2912,Clyde Lovellette,1953-54,1963-64,206.0,106.0,1929-09-07,96.0,Indiana,Center,Right,Kansas,11,1952.0,1.0,10.0,Minneapolis Lakers,l/lovelcl01.html
2913,Lawson Lovering,2025-26,2025-26,213.0,111.0,2003-05-09,23.0,Wyoming,Center,Right,Colorado,1,,,,,l/loverla01.html
2914,Sidney Lowe,1983-84,1989-90,183.0,88.0,1960-01-21,66.0,District of Columbia,Point Guard and Shooting Guard,Right,NC State,4,1983.0,2.0,1.0,Chicago Bulls,l/lowesi01.html
2915,Charlie Lowery,1971-72,1971-72,190.0,83.0,1949-11-12,76.0,United States,Point Guard,Right,University of Puget Sound,1,1971.0,8.0,6.0,Seattle SuperSonics,l/lowerch01.html
2916,Kyle Lowry,2006-07,2025-26,183.0,88.0,1986-03-25,40.0,Pennsylvania,Point Guard,Right,Villanova,20,2006.0,1.0,24.0,Memphis Grizzlies,l/lowryky01.html
2917,Jordan Loyd,2018-19,2018-19,193.0,95.0,1993-07-27,32.0,Georgia,Point Guard,Right,Furman University,1,,,,,l/loydjo01.html
2919,Jerry Lucas,1963-64,1973-74,203.0,104.0,1940-03-30,86.0,Ohio,Power Forward and Center,Right,Ohio State,11,1962.0,1.0,6.0,Cincinnati Royals,l/lucasje01.html
2920,John Lucas,1976-77,1989-90,190.0,79.0,1953-10-31,72.0,North Carolina,Point Guard and Shooting Guard,Left,Maryland,14,1976.0,1.0,1.0,Houston Rockets,l/lucasjo01.html
2921,Kalin Lucas,2014-15,2018-19,185.0,88.0,1989-05-24,37.0,Michigan,Point Guard,Right,Michigan State,2,,,,,l/lucaska01.html
2922,Maurice Lucas,1976-77,1987-88,206.0,97.0,1952-02-18,74.0,Pennsylvania,Power Forward and Center,Right,Marquette,12,1974.0,1.0,14.0,Chicago Bulls,l/lucasma01.html
2923,John Lucas III,2005-06,2016-17,180.0,75.0,1982-11-21,43.0,District of Columbia,Point Guard,Right,Baylor,8,,,,,l/lucasjo02.html
2924,Ted Luckenbill,1961-62,1962-63,198.0,92.0,1939-07-27,86.0,Indiana,Power Forward,Left,Houston,2,1961.0,2.0,11.0,Philadelphia Warriors,l/luckete01.html
2925,Tyronn Lue,1998-99,2008-09,183.0,79.0,1977-05-03,49.0,Missouri,Point Guard,Right,Nebraska,11,1998.0,1.0,23.0,Denver Nuggets,l/luety01.html
2926,Jim Luisi,1953-54,1953-54,188.0,81.0,1928-11-02,97.0,New York,Point Guard,Right,St. Francis College,1,1951.0,6.0,7.0,Boston Celtics,l/luisiji01.html
2928,Phil Lumpkin,1974-75,1975-76,183.0,74.0,1951-12-20,74.0,Ohio,Point Guard,Right,Miami University,2,1974.0,2.0,16.0,Portland Trail Blazers,l/lumpkph01.html
2929,Ray Lumpp,1949-50,1952-53,185.0,80.0,1923-07-11,103.0,New York,Point Guard and Shooting Guard,Left,NYU,4,1948.0,2.0,,Indianapolis Jets,l/lumppra01.html
2930,Gabriel Lundberg,2021-22,2021-22,193.0,92.0,1994-12-04,31.0,Denmark,Shooting Guard,Right,,1,,,,,l/lundbga01.html
2931,Seth Lundy,2023-24,2023-24,193.0,99.0,2000-04-02,26.0,New Jersey,Small Forward,Right,Penn State,1,2023.0,2.0,16.0,Atlanta Hawks,l/lundyse01.html
2932,Timothé Luwawu-Cabarrot,2016-17,2021-22,201.0,95.0,1995-05-09,31.0,France,Small Forward,Right,,6,2016.0,1.0,24.0,Philadelphia 76ers,l/luwawti01.html
2933,Tyler Lydon,2017-18,2018-19,208.0,102.0,1996-04-09,30.0,New York,Power Forward,Right,Syracuse,2,2017.0,1.0,24.0,Utah Jazz,l/lydonty01.html
2934,Trey Lyles,2015-16,2024-25,206.0,106.0,1995-11-05,30.0,Saskatchewan,Power Forward,Right,Kentucky,10,2015.0,1.0,12.0,Utah Jazz,l/lylestr01.html
2936,George Lynch,1993-94,2004-05,203.0,98.0,1970-09-03,55.0,Virginia,Small Forward and Shooting Guard,Right,UNC,12,1993.0,1.0,12.0,Los Angeles Lakers,l/lynchge01.html
2937,Kevin Lynch,1991-92,1992-93,196.0,88.0,1968-12-24,57.0,Minnesota,Shooting Guard,Right,Minnesota,2,1991.0,2.0,1.0,Charlotte Hornets,l/lynchke01.html
2939,Mike Lynn,1969-70,1970-71,201.0,97.0,1945-11-25,80.0,California,Small Forward,Right,UCLA,2,1967.0,5.0,8.0,San Francisco Warriors,l/lynnmi01.html
2940,Sheldon Mac,2016-17,2016-17,198.0,90.0,1992-12-21,33.0,Texas,Shooting Guard,Right,Texas,1,,,,,m/mcclesh01.html
2941,Todd MacCulloch,1999-00,2002-03,213.0,127.0,1976-01-27,50.0,Manitoba,Center,Right,Washington,4,1999.0,2.0,18.0,Philadelphia 76ers,m/maccuto01.html
2942,Ronnie MacGilvray,1954-55,1954-55,188.0,83.0,1930-07-20,95.0,New York,Point Guard,Right,St. John's,1,1952.0,3.0,,Rochester Royals,m/macgiro01.html
